,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
393124,-34.6478744,-58.4607697,Flores,ph,3,2,60,48,80000
330948,-34.5876596,-58.3857784,Recoleta,departamento,3,2,96,87,355000
198204,-34.6366502,-58.4856833,Velez Sarsfield,ph,4,2,77,52,125000
210145,-34.633228,-58.4536853,Flores,departamento,4,3,190,180,280000
262828,-34.5570413,-58.4764399,Coghlan,ph,4,3,120,120,335000
18597,-34.6390354,-58.4341554,Parque Chacabuco,ph,4,3,90,90,155000
419226,-34.6067459,-58.3905979,San Nicolás,departamento,3,2,67,67,160000
420701,-34.6089325,-58.396131,Congreso,departamento,2,1,53,53,58000
335347,-34.5504010652,-58.4876167774,Saavedra,casa,6,5,80,80,100000
23570,-34.6451893,-58.436519,Parque Chacabuco,departamento,3,2,70,64,51000
3084,-34.6085268,-58.4954943,Villa del Parque,ph,4,3,150,150,295000
163947,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,71,63,138000
107724,-34.649174,-58.413106,Pompeya,ph,6,2,90,75,125000
11342,-34.6004610694,-58.4175027872,Almagro,ph,2,1,55,55,165000
158365,-34.5941912,-58.3800706,Retiro,departamento,5,4,153,150,440000
246527,-34.5663294,-58.4367543,Palermo,departamento,2,1,50,45,185000
414911,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,80,74,320000
207367,-34.5925948,-58.4345492,Villa Crespo,departamento,3,2,75,68,260000
264424,-34.5903292216,-58.4500980377,Chacarita,departamento,5,3,160,141,499000
177176,-34.670664,-58.497992,Mataderos,casa,3,2,89,89,133000
106666,-34.5981013026,-58.4849238396,Villa del Parque,departamento,2,1,42,39,119000
136433,-34.6047459307,-58.5173947442,Villa Devoto,departamento,4,3,110,100,280000
168054,-34.6279907549,-58.4324410973,Caballito,departamento,4,3,108,94,326400
233705,-34.6021783,-58.4881598,Villa Devoto,departamento,2,1,46,40,85000
260078,-34.604293,-58.4063222,Abasto,departamento,3,2,63,63,130000
203786,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,91,83,298000
162610,-34.6152532,-58.3991542,San Cristobal,departamento,2,1,42,35,75000
355447,-34.5879621252,-58.439052701,Palermo,departamento,2,1,59,53,127000
188362,-34.6168016,-58.4480741,Caballito,departamento,3,2,57,51,130000
178859,-34.5754808,-58.4917497,Villa Urquiza,departamento,2,1,41,39,108000
398099,-34.5624709384,-58.4478664398,Belgrano,departamento,4,3,79,71,229000
316869,-34.607256,-58.4035911,Balvanera,departamento,4,3,62,62,76500
262861,-34.635697,-58.504472,Villa Luro,ph,5,3,133,93,120000
6057,-34.5561416,-58.4689989,Nuñez,departamento,3,2,71,57,199000
443766,-34.576475432,-58.4217895545,Palermo,departamento,3,2,96,87,539000
336466,-34.602861757,-58.4394765678,Villa Crespo,departamento,2,1,65,58,129000
131888,-34.5907001783,-58.4066033363,Barrio Norte,departamento,3,2,82,78,156000
202846,-34.5936812,-58.4297756,Palermo,departamento,2,1,46,42,124000
203756,-34.6074971596,-58.4202630206,Almagro,departamento,2,1,44,38,98000
214431,-34.56249044330229,-58.4546909450343,Belgrano,departamento,2,1,36,35,85000
274509,-34.5817617,-58.4413949,Palermo,ph,3,2,180,80,175000
160120,-34.5926397,-58.3950119,Recoleta,departamento,3,2,80,75,238000
184241,-34.6126979,-58.4349238,Caballito,ph,3,2,58,56,142000
432189,-34.5892402,-58.5045545,Villa Pueyrredón,departamento,2,1,53,49,110000
238845,-34.5656897,-58.4654412,Belgrano,ph,5,3,156,135,380000
62230,-34.5958615924,-58.3920705497,Recoleta,departamento,3,2,100,100,295000
51500,-34.6070868647,-58.4490305185,Parque Centenario,departamento,4,3,125,84,219900
367609,-34.5999773,-58.4369542,Villa Crespo,departamento,2,1,50,45,138000
202798,-34.5766060656,-58.4300893847,Palermo,departamento,3,2,73,66,390000
401413,-34.5930747,-58.4317316,Palermo,departamento,4,3,91,81,169000
393732,-34.6449493,-58.4729509,Parque Avellaneda,ph,2,1,89,39,100000
399861,-34.5743625,-58.4845831,Villa Urquiza,departamento,3,2,71,63,259900
251471,-34.6061367,-58.4971959,Villa del Parque,departamento,3,2,66,62,149000
105441,-34.6080915,-58.4388744,Caballito,departamento,4,3,84,84,230000
449729,-34.6216806,-58.4265872,Almagro,departamento,1,1,33,30,63000
428064,-34.5908475,-58.3873076,Recoleta,departamento,4,3,95,95,225000
85089,-34.5930174,-58.3786813,Retiro,departamento,4,3,182,160,530000
150697,-34.6101223,-58.4059406,Balvanera,departamento,3,2,43,43,78000
384604,-34.6030779,-58.3872228,San Nicolás,departamento,2,1,38,38,89000
429767,-34.615749,-58.522937,Villa Real,departamento,2,1,45,39,94000
272397,-34.6088397087,-58.360490799,Puerto Madero,departamento,3,2,76,66,140000
212411,-34.6020261,-58.4130111,Almagro,departamento,4,3,78,74,210000
136651,-34.6240121,-58.4232947,Boedo,ph,4,3,144,79,185000
453286,-34.5808604315,-58.4485316277,Colegiales,ph,3,2,65,56,128000
126427,-34.5751961,-58.4400596,Belgrano,departamento,3,2,130,130,329000
272127,-34.5681494,-58.4503882,Belgrano,departamento,3,2,83,80,169000
13295,-34.5809246,-58.4425599,Palermo,departamento,3,2,61,58,215000
120646,-34.6325182,-58.4663515,Flores,departamento,3,2,68,63,109000
217561,-34.5722876,-58.4411029,Palermo,departamento,3,2,62,56,140000
60,-34.6305379,-58.4192214,Boedo,departamento,3,2,50,50,95000
118029,-34.6659044,-58.4718912,Villa Lugano,departamento,3,2,63,59,69900
366830,-34.6196508,-58.4425282,Caballito,departamento,3,2,79,70,177000
422151,-34.589645,-58.414343,Palermo,departamento,3,2,62,58,153000
124541,-34.5976123,-58.4193162,Palermo,departamento,2,1,53,49,143900
413995,-34.5881680331,-58.4058393805,Barrio Norte,departamento,4,3,99,88,240000
404534,-34.5938833,-58.4200367,Palermo,departamento,3,2,53,51,110000
100164,-34.631029,-58.4926871,Velez Sarsfield,ph,6,5,263,192,179500
114070,-34.624363,-58.3709033,San Telmo,departamento,3,2,58,58,120000
231008,-34.619817,-58.375746,San Telmo,departamento,3,2,51,51,114000
58014,-34.6580571,-58.5113787,Mataderos,ph,3,2,91,73,160000
51967,-34.6262461,-58.439126,Caballito,ph,4,3,153,100,268500
3940,-34.599724,-58.40562,Barrio Norte,departamento,3,2,70,70,170000
93088,-34.5977525,-58.3768238,Barrio Norte,departamento,4,3,75,72,230000
116408,-34.5964898,-58.4001198,Barrio Norte,departamento,2,1,37,37,83000
253187,-34.5854373,-58.4399053,Palermo,ph,4,3,110,90,269000
190527,-34.5546818,-58.4608297,Nuñez,departamento,3,2,75,64,150000
208470,-34.6218176,-58.3946176,San Cristobal,departamento,4,3,74,70,210000
366381,-34.6211629,-58.5071805,Floresta,ph,2,1,94,60,130000
35532,-34.573441,-58.478119,Villa Urquiza,departamento,2,1,38,38,80000
327381,-34.5819006,-58.4494102,Palermo,departamento,2,1,51,47,150139
188102,-34.6203276,-58.4639793,Flores,departamento,2,1,51,43,122000
295610,-34.56249044330229,-58.4546909450343,Belgrano,departamento,3,2,88,85,273000
77311,-34.6098262,-58.4289656,Almagro,departamento,3,2,73,67,169000
81924,-34.5872385,-58.4182238,Palermo,departamento,2,1,38,38,85000
96297,-34.5817911,-58.4280052,Palermo,departamento,2,1,54,48,190000
337237,-34.5896534,-58.4352344,Palermo,ph,5,4,203,128,298000
389994,-34.561519,-58.4656119,Belgrano,departamento,2,1,53,44,145000
104184,-34.6085654,-58.499458,Villa del Parque,departamento,2,1,111,54,240000
337540,-34.637993,-58.370119,Barracas,departamento,3,2,72,61,165000
129880,-34.6143747,-58.3960013,Congreso,departamento,7,5,184,170,248000
445291,-34.5670656,-58.4622998,Belgrano,departamento,3,2,75,68,195000
346092,-34.5699638,-58.4508907,Belgrano,departamento,2,1,44,40,119700
52482,-34.6468338,-58.3698012,Barracas,departamento,3,2,60,55,98000
236133,-34.5883868,-58.4217453,Palermo,departamento,2,1,53,47,128000
124892,-34.6179617,-58.4476128,Caballito,departamento,2,1,51,51,98990
447997,-34.565145,-58.4935521,Villa Urquiza,ph,5,4,199,126,245000
63840,-34.5586465,-58.4636864,Belgrano,departamento,2,1,51,45,85000
80715,-34.5928519,-58.3972753,Barrio Norte,departamento,6,3,141,139,330000
349693,-34.5652588514,-58.4418207921,Belgrano,departamento,4,3,120,110,405000
217913,-34.606894,-58.482994,Villa del Parque,ph,4,3,155,93,220000
106603,-34.6053683,-58.3873571,San Nicolás,departamento,2,1,39,39,69500
240330,-34.6168772333,-58.4519568698,Caballito,departamento,2,1,34,34,65000
18056,-34.626533,-58.4559352,Flores,departamento,3,2,49,46,89000
157090,-34.6405531,-58.5225373,Liniers,departamento,2,1,45,45,73000
97912,-34.5561271,-58.457805,Belgrano,departamento,4,3,133,107,310000
236865,-34.593854,-58.4340487,Villa Crespo,departamento,1,1,38,34,97000
152633,-34.5886162,-58.5141145,Villa Devoto,ph,3,2,98,74,210000
166108,-34.5488931,-58.4521302,Belgrano,casa,7,3,242,185,495000
217431,-34.5790582,-58.4516589,Colegiales,departamento,2,1,59,37,139000
94305,-34.576205,-58.4215828,Palermo,departamento,2,1,54,54,290000
134984,-34.5715662,-58.4317908,Palermo,departamento,4,2,85,75,239000
97805,-34.5837883,-58.399918,Palermo,departamento,4,2,117,117,310000
35365,-34.593473,-58.507175,Villa Devoto,departamento,2,1,50,48,112000
415981,-34.625236,-58.3789481,Constitución,departamento,1,1,35,32,64491
279062,-34.60869794001062,-58.40215875458791,Balvanera,departamento,3,2,88,88,164000
68817,-34.5703448,-58.488922,Villa Urquiza,departamento,2,1,60,50,180000
57520,-34.5795039653,-58.4331821344,Palermo,departamento,1,1,36,33,89500
34498,-34.5534612,-58.4963477,Saavedra,ph,4,3,108,72,132000
255945,-34.5989725,-58.3832221,Retiro,departamento,3,2,80,80,199000
147605,-34.5617173,-58.4513471,Belgrano,departamento,4,4,162,140,475000
333154,-34.5959022,-58.4397558,Villa Crespo,departamento,3,2,205,80,350000
425603,-34.613856,-58.428062,Almagro,departamento,3,2,60,53,120000
35353,-34.593693,-58.43117,Villa Crespo,departamento,3,2,102,71,198000
354135,-34.5623069882,-58.4690102067,Belgrano,departamento,3,2,64,56,185000
449604,-34.5522072397,-58.4699034691,Nuñez,departamento,3,2,62,59,130000
289294,-34.6035943121,-58.4014749527,Balvanera,departamento,4,3,106,100,165000
295277,-34.6115662,-58.4207707,Almagro,departamento,2,1,45,45,99000
43874,-34.6024555448,-58.4279988,Almagro,departamento,4,3,119,111,249000
259673,-34.5810261,-58.4419269,Palermo,departamento,2,1,60,56,154900
236146,-34.5772943,-58.4054066,Palermo,departamento,2,1,34,30,115000
385416,-34.544635,-58.4641141,Nuñez,departamento,3,2,55,55,94000
187228,-34.6113731,-58.3726,Monserrat,departamento,2,1,38,38,67900
222149,-34.5878851,-58.3982919,Barrio Norte,departamento,3,2,89,79,360000
324295,-34.5766060656,-58.4300893847,Palermo,departamento,3,2,73,66,420000
343404,-34.5996384,-58.4353069,Almagro,departamento,2,1,37,37,79000
392506,-34.5868251,-58.4169568,Palermo,departamento,2,1,35,35,85000
222117,-34.590378,-58.3938174,Recoleta,departamento,2,1,47,47,159000
108664,-34.6398461233,-58.3864116669,Barracas,departamento,4,2,52,52,30000
372947,-34.5925222,-58.4467508,Chacarita,departamento,1,1,38,38,55000
64740,-34.6262509,-58.4205975,Boedo,casa,3,2,215,125,287000
169825,-34.5412501,-58.4729664,Nuñez,departamento,2,1,55,45,118000
184988,-34.5499343,-58.4619384,Nuñez,departamento,2,1,54,50,110000
121662,-34.6115181,-58.3738937,Monserrat,departamento,1,1,34,34,90000
229365,-34.6098446,-58.3662387,Puerto Madero,departamento,3,2,98,98,450000
65553,-34.5910801,-58.4079493,Recoleta,departamento,5,4,143,143,260000
232931,-34.6187247,-58.4152151,Almagro,departamento,2,1,79,48,149000
204064,-34.6111114,-58.3873931,Congreso,departamento,3,2,58,54,108000
399064,-34.626543,-58.37162,San Telmo,departamento,3,2,69,69,135000
144799,-34.587805,-58.3876571,Recoleta,departamento,5,3,184,175,590000
279218,-34.5701769,-58.4917541,Villa Urquiza,departamento,3,2,63,62,150000
293877,-34.5679179,-58.4864277,Villa Urquiza,departamento,3,2,83,83,215000
146645,-34.6479899,-58.5160384,Liniers,casa,6,6,236,216,198000
332219,-34.6129599,-58.4233949,Almagro,ph,4,3,156,115,185000
412199,-34.5702089,-58.4423812,Palermo,departamento,2,1,43,38,135000
326277,-34.5835987186,-58.4749245644,Parque Chas,departamento,3,2,68,57,147188
277189,-34.5656385,-58.4764614,Coghlan,departamento,4,3,76,71,170000
181702,-34.6156147,-58.4126768,Almagro,departamento,2,1,50,40,120000
231447,-34.5582036,-58.4527821,Belgrano,ph,4,2,148,108,449000
199403,-34.5881125,-58.4391799,Palermo,departamento,2,1,59,53,132000
160731,-34.6362534,-58.4005296,Parque Patricios,ph,3,2,100,77,72000
397569,-34.586045,-58.440394,Palermo,departamento,2,1,61,56,150000
384239,-34.5526902,-58.4681334,Nuñez,departamento,3,2,51,51,119000
379860,-34.6194061,-58.4519993,Caballito,departamento,3,2,47,47,105000
63908,-34.59375,-58.39294,Recoleta,departamento,3,2,135,125,390000
270208,-34.6188033,-58.4012334,San Cristobal,departamento,2,1,48,41,80000
200763,-34.5524865,-58.453033,Belgrano,departamento,3,2,145,105,360000
365463,-34.5825491,-58.41735,Palermo,departamento,2,1,34,34,89000
288841,-34.5521073,-58.4696425,Nuñez,departamento,2,1,49,45,143000
397577,-34.5775920352,-58.4313440323,Palermo,departamento,2,1,40,40,109000
65795,-34.578703,-58.4646661,Villa Urquiza,departamento,1,1,38,36,89000
89723,-34.618865,-58.3990564,San Cristobal,departamento,2,1,55,50,72000
277698,-34.6184672,-58.4983944,Monte Castro,departamento,4,3,92,83,140000
35535,-34.573422,-58.480176,Villa Urquiza,departamento,2,1,67,58,180000
235106,-34.597404,-58.423818,Palermo,departamento,2,1,46,40,84276
329605,-34.5789,-58.4122,Palermo,departamento,2,1,52,40,125000
114949,-34.5542691,-58.4551276,Belgrano,departamento,2,1,51,46,183000
449676,-34.5957626,-58.3732067,Retiro,departamento,4,3,112,106,190000
405642,-34.5931870621,-58.4527576487,Chacarita,casa,5,4,264,100,295000
54558,-34.6245774,-58.4665163,Flores,departamento,4,3,170,151,560000
179629,-34.6133814,-58.4024376,Once,departamento,3,2,51,50,82000
65000,-34.6666851,-58.4837164,Villa Lugano,casa,3,2,150,82,180000
20520,-34.5556336,-58.4533087,Nuñez,departamento,3,2,49,49,152000
163171,-34.5989164,-58.3768833,San Nicolás,departamento,3,2,54,50,79000
338319,-34.5824313,-58.4951908,Villa Pueyrredón,ph,4,2,92,62,148000
54994,-34.58221834118078,-58.42513596685544,Palermo,departamento,2,1,33,33,118000
219581,-34.5914529,-58.418837,Palermo,departamento,3,2,63,55,169000
352746,-34.5598581,-58.4640265,Belgrano,departamento,2,1,59,50,110000
293732,-34.5873825,-58.3972762,Barrio Norte,departamento,4,3,120,110,300000
398061,-34.5543827265,-58.4583055973,Belgrano,departamento,2,1,45,41,150000
169039,-34.61876855517874,-58.441803128822414,Caballito,ph,4,3,180,97,290000
199497,-34.6131929596,-58.4161305428,Almagro,departamento,3,2,65,65,110000
436490,-34.5818717,-58.4497357,Chacarita,departamento,2,1,52,47,132500
88097,-34.59871416242959,-58.44012870878561,Villa Crespo,departamento,3,2,60,58,149000
213752,-34.5828865805,-58.4276229069,Palermo,departamento,2,1,50,45,145000
289433,-34.599627,-58.3718452,San Nicolás,departamento,3,2,83,83,120000
374003,-34.5904725,-58.3932914,Recoleta,departamento,5,3,210,210,480000
70857,-34.6233555433,-58.4813404083,Villa Santa Rita,departamento,1,1,44,40,61774
47242,-34.5955001,-58.4044512,Barrio Norte,departamento,4,3,134,123,399000
231930,-34.557444,-58.488172,Saavedra,casa,5,3,172,172,462000
51396,-34.6189567,-58.4331265,Caballito,departamento,4,3,103,100,198000
454644,-34.6047373,-58.376124,San Nicolás,departamento,2,1,30,30,71100
86029,-34.5921884,-58.3790738,Recoleta,departamento,4,2,187,187,570000
323089,-34.5776875,-58.4609967,Colegiales,departamento,3,2,61,59,100000
322641,-34.6404354,-58.4201447,Boedo,departamento,2,1,34,32,41000
459972,-34.624115,-58.377084,Constitución,departamento,2,1,40,37,70000
302652,-34.5481811,-58.4599891,Nuñez,departamento,3,2,134,67,130000
41917,-34.584596,-58.464357,Villa Urquiza,departamento,2,1,52,46,131918
117987,-34.6138101,-58.5026805,Monte Castro,departamento,4,3,80,80,138000
326145,-34.5858632726,-58.3877919089,Recoleta,departamento,4,3,145,145,349000
337545,-34.6300183,-58.3740706,Barracas,departamento,3,2,56,53,129000
10117,-34.593259553683595,-58.4025719308655,Barrio Norte,departamento,4,3,80,80,155000
273536,-34.58221834118078,-58.42513596685544,Palermo,departamento,2,1,56,45,118000
145055,-34.602541738420896,-58.46591835327821,Paternal,ph,3,2,88,71,79999
153262,-34.5669752,-58.4535227,Belgrano,departamento,4,3,110,100,395000
293549,-34.5928921,-58.3882561,Recoleta,departamento,4,3,148,140,465000
21372,-34.6292453,-58.4915647,Velez Sarsfield,ph,3,2,72,57,120000
398836,-34.6284407826,-58.4338760376,Caballito,departamento,3,2,44,44,98000
296087,-34.5767970005,-58.4890222549,Villa Urquiza,departamento,3,2,87,60,175000
105439,-34.6124942,-58.4288145,Caballito,departamento,3,2,73,60,134000
194193,-34.54464722,-58.46077347,Nuñez,departamento,3,2,90,65,189000
13665,-34.6260889,-58.5195121,Versalles,departamento,3,2,86,53,130000
293628,-34.5828068,-58.4482828,Chacarita,departamento,1,1,48,42,120000
213216,-34.625901,-58.394454,San Cristobal,ph,4,3,139,82,122000
444367,-34.6004535,-58.4923283,Villa del Parque,departamento,3,2,83,76,165000
358710,-34.5900392,-58.4073303,Recoleta,departamento,3,2,70,70,210000
181674,-34.5499553,-58.4505659,Nuñez,departamento,2,1,45,39,130000
1506,-34.621187,-58.398483,San Cristobal,ph,3,2,63,63,59900
178281,-34.62079903554481,-58.374944052920746,San Telmo,departamento,3,2,67,64,122000
451375,-34.5553648,-58.4570444,Belgrano,departamento,4,3,136,125,399000
114840,-34.587005,-58.4501704,Palermo,departamento,2,1,48,45,129000
408558,-34.5868149,-58.4771635,Parque Chas,departamento,3,2,68,61,180000
163082,-34.5976123,-58.4193162,Palermo,departamento,2,1,53,49,143900
287660,-34.6038680383,-58.4384232974,Villa Crespo,departamento,2,1,48,41,90000
50794,-34.579357,-58.489058,Villa Urquiza,departamento,2,1,38,36,110000
277592,-34.6250951,-58.518367,Versalles,departamento,3,2,65,58,99000
387471,-34.589044,-58.408969,Barrio Norte,departamento,4,3,120,120,318000
335914,-34.6165731954,-58.4124753577,Almagro,departamento,2,1,55,47,74250
341834,-34.6002127,-58.4033994,Balvanera,departamento,3,2,55,50,93000
116699,-34.5998563,-58.4903352,Villa del Parque,ph,2,1,87,46,150000
238432,-34.5970701,-58.3952975,Recoleta,departamento,2,1,59,55,122000
62977,-34.6011096,-58.4606518,Paternal,departamento,2,1,76,58,100000
111464,-34.6010061,-58.3732159,San Nicolás,departamento,3,2,54,54,75000
370787,-34.550381,-58.4657605,Nuñez,departamento,4,3,108,79,290278
409974,-34.6002136,-58.4482391,Villa Crespo,departamento,4,3,120,95,290000
320328,-34.6064996,-58.4356338,Almagro,departamento,3,2,55,50,125000
147768,-34.6100477,-58.4020528,Balvanera,departamento,3,2,82,76,137000
248302,-34.5545188,-58.4915986,Saavedra,departamento,3,2,108,98,227000
243627,-34.581643,-58.449642,Colegiales,departamento,3,2,94,84,280000
90085,-34.6186196,-58.5265226,Villa Real,ph,3,2,83,60,135000
122043,-34.5786303,-58.4891802,Villa Urquiza,departamento,3,2,75,62,150000
133457,-34.568766,-58.444903,Belgrano,departamento,4,3,100,90,229000
173764,-34.54307,-58.4625859,Nuñez,departamento,3,2,94,80,330000
213964,-34.6214412,-58.4250643,Caballito,departamento,3,2,107,74,198000
403041,-34.5571084,-58.4595431,Belgrano,departamento,3,2,74,64,167000
142638,-34.6115184,-58.4758316,Villa General Mitre,ph,4,3,130,110,215000
453073,-34.6115181,-58.3738937,San Telmo,departamento,1,1,50,50,120000
23213,-34.6288524,-58.4403414,Caballito,departamento,4,3,130,127,369900
310595,-34.5719503,-58.4489567,Colegiales,departamento,3,2,79,72,209314
58196,-34.634286,-58.503523,Villa Luro,ph,2,1,54,34,85000
316272,-34.5840257,-58.4438023,Palermo,departamento,2,1,50,45,142500
86619,-34.5982807,-58.4365486,Villa Crespo,departamento,4,3,95,80,190000
