,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
262762,-34.6193246,-58.3700935,San Telmo,departamento,3,2,82,70,135000
44283,-34.6255,-58.4041975,San Cristobal,departamento,2,1,58,50,85000
375708,-34.6202756,-58.434692,Caballito,departamento,2,1,32,32,62000
375855,-34.5949676,-58.4089764,Barrio Norte,departamento,2,1,35,35,125000
310336,-34.5588856,-58.4607129,Belgrano,departamento,4,3,95,95,264900
142448,-34.6281182,-58.496055,Velez Sarsfield,departamento,4,3,65,64,98500
406632,-34.6106337,-58.3976648,Balvanera,departamento,3,2,71,64,125000
261211,-34.6098446,-58.3662387,Puerto Madero,departamento,1,1,87,87,489250
41702,-34.6077536,-58.3978948,Balvanera,departamento,3,2,72,72,110000
292147,-34.6282465,-58.4844109,Floresta,ph,5,3,145,91,170000
411931,-34.6287231,-58.4132576,Boedo,departamento,2,1,59,49,99000
77022,-34.632614,-58.427211,Parque Chacabuco,departamento,2,1,43,40,69900
42870,-34.6076681,-58.4829,Villa del Parque,ph,4,3,205,160,360000
118978,-34.593259553683595,-58.4025719308655,Barrio Norte,departamento,4,3,92,90,134000
272001,-34.5897304,-58.4123093,Palermo,departamento,2,1,44,44,98000
158593,-34.36277281580362,-59.30518664988422,Liniers,departamento,3,1,54,49,68000
242542,-34.5970822,-58.5086667,Villa Devoto,departamento,4,3,186,158,445000
13215,-34.5416915,-58.4735519,Nuñez,departamento,2,1,91,43,116000
333808,-34.5427683,-58.4685296,Nuñez,departamento,2,1,54,48,126000
248405,-34.5998214,-58.4348461,Villa Crespo,departamento,2,1,35,35,67000
333025,-34.5793339,-58.4791093,Parque Chas,departamento,2,1,43,40,99000
238923,-34.5822408,-58.4981379,Villa Pueyrredón,ph,4,3,160,130,295000
454892,-34.611826,-58.516024,Villa Devoto,departamento,2,1,49,49,114900
44041,-34.5660071917,-58.4539505468,Belgrano,departamento,3,2,89,78,182000
187519,-34.667923,-58.483845,Villa Lugano,casa,7,4,220,220,265000
100912,-34.605643,-58.391043,Congreso,departamento,3,2,61,59,85000
350683,-34.5878304,-58.3995221,Barrio Norte,departamento,5,3,110,101,290000
411596,-34.5851985,-58.4457989,Chacarita,departamento,2,1,42,38,116000
26386,-34.5957320694,-58.4372446646,Villa Crespo,departamento,2,1,43,40,87000
153336,-34.5956319,-58.3885924,Recoleta,departamento,2,1,36,36,104900
150721,-34.628785,-58.453478,Caballito,departamento,3,2,75,72,278000
203110,-34.6004766,-58.387518,San Nicolás,departamento,2,1,57,57,110000
459827,-34.6123664,-58.4388096,Caballito,departamento,2,1,56,50,85000
189611,-34.5413292,-58.4640256,Nuñez,departamento,3,2,94,86,430000
372211,-34.5679784758,-58.483539181,Villa Urquiza,casa,6,4,231,222,450000
81835,-34.6048034,-58.4219997,Almagro,departamento,2,1,45,42,115000
375285,-34.541616,-58.4733768,Nuñez,departamento,2,1,48,40,107000
353092,-34.591692,-58.4385835,Villa Crespo,departamento,3,2,57,50,125000
7872,-34.6822043377,-58.4660111142,Villa Lugano,departamento,3,2,50,50,57000
86172,-34.6113656,-58.3724277,Monserrat,departamento,2,1,53,41,89000
114705,-34.6140535,-58.4112198,Almagro,departamento,2,1,65,65,135000
42639,-34.620077,-58.424616,Caballito,ph,1,1,40,40,68000
290555,-34.5767418364,-58.4220397122,Palermo,departamento,3,2,89,79,290000
370369,-34.6067862,-58.4433584,Villa Crespo,departamento,2,1,156,56,180000
445136,-34.5527152577,-58.4639862534,Nuñez,departamento,3,2,45,45,110000
298168,-34.5950782,-58.4416792,Villa Crespo,departamento,2,1,56,51,128000
54570,-34.606062,-58.413004,Almagro,departamento,3,2,52,49,115000
118051,-34.6228755,-58.395614,San Cristobal,departamento,4,3,71,65,150000
246510,-34.5921167,-58.4084016,Palermo,departamento,3,2,127,116,274000
281149,-34.6054785,-58.4047354,Balvanera,departamento,2,1,37,35,47000
414587,-34.6299512,-58.4549269,Flores,departamento,2,1,43,37,71000
162814,-34.5594889,-58.4674763,Coghlan,ph,4,3,95,80,158000
240827,-34.6037869,-58.414353,Almagro,departamento,3,2,49,46,87000
350191,-34.5797453204,-58.4471513069,Colegiales,ph,1,1,45,37,135000
46768,-34.5589111,-58.4510895,Belgrano,departamento,4,3,137,120,420000
284303,-34.6376453,-58.4993342,Villa Luro,departamento,2,1,41,41,73000
272827,-34.6201657,-58.3886668,Monserrat,departamento,2,1,48,44,69878
378182,-34.5880865,-58.3841683,Barrio Norte,departamento,3,2,51,51,130000
46396,-34.5649087,-58.4359344,Palermo,departamento,4,3,83,76,220000
297897,-34.5628359,-58.4405205,Palermo,departamento,4,3,175,163,500000
285808,-34.5873686,-58.3873353,Recoleta,departamento,1,1,30,30,98000
449015,-34.6321477,-58.4660239,Flores,departamento,3,2,75,65,99000
264619,-34.5777238,-58.4670809,Villa Ortuzar,departamento,4,3,161,96,335400
84265,-34.5957219,-58.384164,Barrio Norte,departamento,1,1,38,34,89000
449762,-34.6044676,-58.4147628,Almagro,departamento,2,1,44,38,69000
109282,-34.5807386,-58.4697676,Villa Ortuzar,ph,2,1,68,55,149900
445475,-34.627534,-58.375916,San Telmo,departamento,4,3,97,97,165000
285889,-34.6061555,-58.3820562,San Nicolás,departamento,2,1,38,38,75000
30493,-34.5699535,-58.4883933,Villa Urquiza,departamento,2,1,70,46,150000
17976,-34.5835305,-58.4868655,Villa Urquiza,departamento,2,1,43,43,63900
435890,-34.5468436,-58.4573427,Nuñez,departamento,4,3,133,118,355000
398878,-34.6259136,-58.4333234,Caballito,departamento,4,2,124,98,375000
441925,-34.5603444,-58.4720967,Coghlan,departamento,2,1,42,39,89900
441904,-34.6022953,-58.4238854,Almagro,departamento,1,1,42,38,96000
103985,-34.5973553,-58.3969692,Barrio Norte,departamento,3,2,79,79,175000
442982,-34.5902379,-58.4068333,Barrio Norte,departamento,2,1,46,40,110000
212364,-34.6203276,-58.4639793,Flores,departamento,2,1,49,44,117000
62270,-34.6266081,-58.4443325,Caballito,departamento,4,3,100,92,325000
73420,-34.5980894,-58.4176033,Palermo,departamento,2,1,52,49,135000
363253,-34.5934403,-58.4421862,Villa Crespo,departamento,2,1,50,45,135000
442463,-34.6272881,-58.4897643,Floresta,departamento,3,2,55,55,87000
82337,-34.5764143,-58.461835,Colegiales,departamento,3,2,60,52,160000
275134,-34.6099901,-58.4509683,Caballito,departamento,3,2,70,60,155000
367834,-34.5710574,-58.4868189,Villa Urquiza,departamento,1,1,37,33,83000
393217,-34.5678920919,-58.4490680695,Palermo,ph,2,1,62,31,85000
57973,-34.6128073,-58.4541558,Caballito,departamento,4,3,86,75,158000
122149,-34.5642336,-58.4575026,Belgrano,departamento,4,3,84,72,209000
116217,-34.6561217,-58.4167331,Pompeya,departamento,3,2,94,63,52000
433790,-34.5664911,-58.4375227,Palermo,departamento,3,2,120,111,379000
358224,-34.5502452003,-58.4536561572,Nuñez,departamento,2,1,50,50,133000
425625,-34.611829,-58.4222142,Almagro,departamento,4,2,101,101,155000
358227,-34.5564628,-58.4682774,Nuñez,departamento,3,2,69,66,160000
18089,-34.6188706,-58.427108,Almagro,departamento,3,2,72,72,125000
421110,-34.6297394,-58.4375121,Parque Chacabuco,ph,5,4,94,40,210000
200741,-34.5598733,-58.4492538,Belgrano,departamento,3,2,90,80,249000
412459,-34.6176247531,-58.4437118074,Caballito,departamento,2,1,59,54,110000
176596,-34.5829968,-58.4723359,Villa Urquiza,departamento,3,2,71,71,184000
37524,-34.6453943,-58.4680869,Parque Avellaneda,departamento,2,1,40,40,40000
458256,-34.550342,-58.494373,Saavedra,departamento,2,1,69,52,125000
295816,-34.6166137446,-58.3869012429,Monserrat,departamento,3,2,153,76,155000
333815,-34.5507597,-58.4688085,Nuñez,departamento,4,3,132,117,450000
352856,-34.5874793,-58.3874359,Recoleta,departamento,4,3,153,142,520000
134095,-34.5602767,-58.4429272,Belgrano,ph,3,2,59,55,114000
22845,-34.5710544,-58.4309041,Palermo,departamento,3,2,79,75,260000
188367,-34.5744823,-58.4611458,Colegiales,departamento,3,2,190,120,375000
150696,-34.6044374,-58.3975292,Balvanera,departamento,3,2,55,50,82000
332805,-34.6203136,-58.4368879,Caballito,departamento,3,2,73,71,335000
227988,-34.566438,-58.450208,Belgrano,departamento,4,3,95,89,245000
284622,-34.6282042,-58.4523048,Caballito,departamento,3,2,122,64,300000
103779,-34.595903,-58.4023964,Recoleta,departamento,3,2,73,66,170000
235367,-34.580344,-58.459045,Chacarita,departamento,2,1,37,37,72000
177875,-34.573231168,-58.4314191652,Palermo,departamento,2,1,86,47,185000
449539,-34.542736,-58.468587,Nuñez,departamento,1,1,38,35,78723
82041,-34.5637519,-58.4408231,Belgrano,departamento,4,3,129,120,400000
255847,-34.5473131,-58.4646527,Nuñez,departamento,2,1,52,52,139000
170903,-34.5538372,-58.4496785,Nuñez,departamento,2,1,48,46,230500
152481,-34.6318748,-58.4413808,Parque Chacabuco,departamento,4,3,90,74,158000
147411,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,130,77,278000
358923,-34.589402,-58.405645,Barrio Norte,departamento,4,3,93,84,285000
247537,-34.6450384,-58.3759902,Barracas,ph,4,3,150,89,169000
157545,-34.630007,-58.4404776,Parque Chacabuco,departamento,3,2,81,81,200000
138124,-34.6187155,-58.3877887,San Telmo,ph,3,2,75,68,92000
9424,-34.5872293,-58.4206533,Palermo,departamento,4,3,118,118,230000
25701,-34.6281122,-58.4558889,Flores,departamento,3,2,96,95,320000
299886,-34.6045515459,-58.4655555518,Paternal,departamento,3,2,53,50,105000
333926,-34.5851641,-58.4210092,Palermo,departamento,2,1,56,48,128552
196533,-34.6196874,-58.4312144,Caballito,departamento,3,2,60,50,118000
41676,-34.592761,-58.3848972,Recoleta,departamento,4,3,112,112,465000
70727,-34.565524,-58.494666,Villa Urquiza,departamento,2,1,65,65,175000
233796,-34.5727985,-58.4848347,Villa Urquiza,departamento,3,2,72,67,180000
439005,-34.592285046510405,-58.39708961222476,Recoleta,departamento,7,4,184,177,550000
370076,-34.5960716,-58.4154992,Palermo,departamento,2,1,41,37,97000
130433,-34.61669,-58.505223,Villa Devoto,ph,3,2,84,57,170000
458282,-34.6229894,-58.4414854,Caballito,departamento,3,2,78,70,215000
379678,-34.5648187751,-58.4515663441,Belgrano,departamento,2,1,58,58,210000
329974,-34.6161733,-58.3977323,Balvanera,departamento,3,2,47,47,75000
386513,-34.5781014,-58.4377611,Palermo,departamento,2,1,57,54,245000
51044,-34.5864491,-58.4019027,Recoleta,departamento,3,1,55,55,189900
246729,-34.5543929,-58.4494105,Belgrano,departamento,2,1,57,43,179000
210170,-34.541616,-58.4733768,Nuñez,departamento,4,3,102,90,240000
11114,-34.6117684,-58.374808,Monserrat,departamento,2,1,48,48,79500
406465,-34.5555753,-58.4388026,Belgrano,departamento,2,1,71,71,213000
141853,-34.5636844,-58.4689892,Coghlan,departamento,1,1,51,45,99061
33301,-34.605625,-58.425314,Almagro,departamento,3,2,46,44,98000
350783,-34.603325,-58.3774533,San Nicolás,departamento,3,2,64,64,135000
255583,-34.60341512989291,-58.41030434211024,Abasto,departamento,4,3,82,78,135000
440787,-34.6395988,-58.3692914,Barracas,departamento,1,1,122,75,195000
287652,-34.6036216,-58.3767537,San Nicolás,departamento,2,1,37,37,69000
359026,-34.57340698259791,-58.485695090602306,Villa Urquiza,departamento,2,1,43,37,120000
74337,-34.6147075,-58.4180038,Almagro,departamento,2,1,45,37,78000
423425,-34.598954,-58.3971304,Recoleta,departamento,2,1,76,70,213000
243470,-34.5987693,-58.3854194,Recoleta,departamento,5,3,124,124,320000
60674,-34.5776634388,-58.4364862233,Palermo,departamento,2,1,60,55,170000
254398,-34.5645857,-58.4601301,Belgrano,departamento,3,2,66,60,155000
313791,-34.5760042,-58.5069184,Villa Pueyrredón,ph,3,2,213,120,240000
69651,-34.5833348984,-58.4045670423,Palermo,departamento,3,2,94,89,269000
347092,-34.5701944,-58.4340355,Palermo,departamento,2,1,68,45,199000
337257,-34.5665585,-58.4358595,Palermo,departamento,4,3,176,156,525000
12743,-34.575136,-58.499751,Villa Urquiza,departamento,3,2,58,55,127000
251702,-34.635746,-58.451101,Flores,ph,2,1,44,38,67000
412864,-34.6434443,-58.419426,Pompeya,ph,3,2,100,80,115000
252835,-34.6281935,-58.4344766,Caballito,departamento,2,1,51,46,118000
168566,-34.6209765,-58.4027539,San Cristobal,departamento,2,1,50,48,83000
455268,-34.6224062,-58.40843,San Cristobal,departamento,3,2,69,66,175000
199466,-34.687057,-58.478171,Villa Riachuelo,departamento,2,1,41,41,62000
261164,-34.68313,-58.4712323,Villa Lugano,departamento,3,2,47,47,62000
178196,-34.610979,-58.449849,Caballito,departamento,2,1,48,41,120000
2404,-34.5773672,-58.4392644,Palermo,departamento,2,1,45,40,250000
136562,-34.5817593,-58.4925999,Villa Pueyrredón,ph,4,3,177,125,231000
85801,-34.5532901,-58.4488301,Belgrano,departamento,1,1,52,45,210000
279106,-34.5826986,-58.4403733,Colegiales,departamento,3,1,101,101,350000
291755,-34.5935027,-58.3951149,Recoleta,departamento,2,1,34,34,85000
251149,-34.6105376,-58.4085048,Once,departamento,2,1,37,37,66900
295722,-34.5970729,-58.4082643,Recoleta,departamento,2,1,43,39,115000
